Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
23/11/2013,23,November,2013,31,Young Adults (25-35),F,United States,New York,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,70,52,122
23/11/2015,23,November,2015,31,Young Adults (25-35),F,United States,New York,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,105,78,183
31/12/9999,31,January,2014,22,Youth (<25),M,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,151,117,268
31/12/9999,31,January,2016,22,Youth (<25),M,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,151,117,268
20/08/2013,20,August,2013,24,Youth (<25),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,179,117,296
20/08/2015,20,August,2015,24,Youth (<25),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,119,78,197
10/05/2014,10,May,2014,36,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,71,52,123
10/05/2016,10,May,2016,36,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,36,26,62
27/02/2014,27,February,2014,62,Adults (35-64),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,254,182,436
27/02/2016,27,February,2016,62,Adults (35-64),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,218,156,374
01/04/2014,1,April,2014,32,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,283,234,517
01/04/2016,1,April,2016,32,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,283,234,517
25/04/2014,25,April,2014,32,Young Adults (25-35),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,109,78,187
25/04/2016,25,April,2016,32,Young Adults (25-35),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,54,39,93
15/02/2014,15,February,2014,22,Youth (<25),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,68,65,133
15/02/2016,15,February,2016,22,Youth (<25),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,54,52,106
09/04/2014,9,April,2014,22,Youth (<25),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,14,13,27
09/04/2016,9,April,2016,22,Youth (<25),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,14,13,27
05/06/2014,5,June,2014,22,Youth (<25),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,408,390,798
05/06/2016,5,June,2016,22,Youth (<25),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,408,390,798
24/03/2014,24,March,2014,44,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,427,312,739
24/03/2016,24,March,2016,44,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,463,338,801
08/07/2014,8,July,2014,44,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,142,104,246
08/07/2016,8,July,2016,44,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,89,65,154
31/07/2014,31,July,2014,36,Adults (35-64),M,United States,Virginia,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,293,260,553
31/07/2016,31,July,2016,36,Adults (35-64),M,United States,Virginia,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,278,247,525
04/12/2013,4,December,2013,26,Young Adults (25-35),F,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,20,13,33
04/12/2015,4,December,2015,26,Young Adults (25-35),F,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,20,13,33
28/11/2013,28,November,2013,51,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,516,377,893
28/11/2015,28,November,2015,51,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,534,390,924
09/07/2014,9,July,2014,51,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,516,377,893
09/07/2016,9,July,2016,51,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,516,377,893
07/04/2014,7,April,2014,25,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,345,286,631
07/04/2016,7,April,2016,25,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,345,286,631
22/09/2013,22,September,2013,25,Young Adults (25-35),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,251,208,459
22/09/2015,22,September,2015,25,Young Adults (25-35),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,204,169,373
14/08/2013,14,August,2013,37,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,150,143,293
14/08/2015,14,August,2015,37,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,163,156,319
09/12/2013,9,December,2013,46,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,82,78,160
09/12/2015,9,December,2015,46,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,54,52,106
14/07/2014,14,July,2014,46,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,231,221,452
14/07/2016,14,July,2016,46,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,245,234,479
28/07/2014,28,July,2014,46,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,381,364,745
28/07/2016,28,July,2016,46,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,394,377,771
29/08/2013,29,August,2013,34,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,299,286,585
29/08/2015,29,August,2015,34,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,326,312,638
11/09/2013,11,September,2013,23,Youth (<25),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,272,195,467
11/09/2015,11,September,2015,23,Youth (<25),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,254,182,436
13/09/2013,13,September,2013,27,Young Adults (25-35),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,71,52,123
13/09/2015,13,September,2015,27,Young Adults (25-35),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,89,65,154
17/04/2014,17,April,2014,27,Young Adults (25-35),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,267,195,462
17/04/2016,17,April,2016,27,Young Adults (25-35),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,267,195,462
04/06/2014,4,June,2014,28,Young Adults (25-35),M,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,606,364,970
04/06/2016,4,June,2016,28,Young Adults (25-35),M,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,541,325,866
01/03/2014,1,March,2014,33,Young Adults (25-35),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,71,52,123
01/03/2016,1,March,2016,33,Young Adults (25-35),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,89,65,154
27/10/2013,27,October,2013,35,Adults (35-64),M,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,447,273,720
27/10/2015,27,October,2015,35,Adults (35-64),M,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,426,260,686
17/05/2014,17,May,2014,41,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,89,65,154
17/05/2016,17,May,2016,41,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,107,78,185
23/05/2014,23,May,2014,50,Adults (35-64),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,132,117,249
23/05/2016,23,May,2016,50,Adults (35-64),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,103,91,194
13/12/2013,13,December,2013,24,Youth (<25),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,272,260,532
13/12/2015,13,December,2015,24,Youth (<25),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,299,286,585
05/10/2013,5,October,2013,24,Youth (<25),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,298,247,545
05/10/2015,5,October,2015,24,Youth (<25),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,314,260,574
30/11/2013,30,November,2013,24,Youth (<25),M,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,234,143,377
30/11/2015,30,November,2015,24,Youth (<25),M,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,256,156,412
13/03/2014,13,March,2014,26,Young Adults (25-35),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,472,338,810
13/03/2016,13,March,2016,26,Young Adults (25-35),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,490,351,841
13/01/2014,13,January,2014,43,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,177,169,346
13/01/2016,13,January,2016,43,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,136,130,266
28/12/2013,28,December,2013,54,Adults (35-64),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,322,286,608
28/12/2015,28,December,2015,54,Adults (35-64),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,322,286,608
10/01/2014,10,January,2014,23,Youth (<25),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,163,117,280
10/01/2016,10,January,2016,23,Youth (<25),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,145,104,249
12/12/2013,12,December,2013,50,Adults (35-64),F,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,381,273,654
12/12/2015,12,December,2015,50,Adults (35-64),F,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,399,286,685
13/05/2014,13,May,2014,31,Young Adults (25-35),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,63,52,115
13/05/2016,13,May,2016,31,Young Adults (25-35),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,47,39,86
22/06/2014,22,June,2014,32,Young Adults (25-35),F,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,100,65,165
22/06/2016,22,June,2016,32,Young Adults (25-35),F,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,40,26,66
18/03/2014,18,March,2014,23,Youth (<25),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,303,221,524
18/03/2016,18,March,2016,23,Youth (<25),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,320,234,554
23/12/2013,23,December,2013,22,Youth (<25),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,361,299,660
23/12/2015,23,December,2015,22,Youth (<25),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,314,260,574
02/03/2014,2,March,2014,62,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,122,117,239
02/03/2016,2,March,2016,62,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,136,130,266
03/05/2014,3,May,2014,37,Adults (35-64),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,47,39,86
03/05/2016,3,May,2016,37,Adults (35-64),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,16,13,29
04/07/2014,4,July,2014,37,Adults (35-64),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,173,143,316
04/07/2016,4,July,2016,37,Adults (35-64),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,126,104,230
24/04/2014,24,April,2014,33,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,367,351,718
24/04/2016,24,April,2016,33,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,340,325,665
13/07/2014,13,July,2014,33,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,272,260,532
13/07/2016,13,July,2016,33,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,299,286,585
31/12/9999,3,February,2014,18,Youth (<25),M,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,352,273,625
31/12/9999,3,February,2016,18,Youth (<25),M,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,302,234,536
22/02/2014,22,February,2014,22,Youth (<25),M,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,73,52,125
22/02/2016,22,February,2016,22,Youth (<25),M,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,73,52,125
26/09/2013,26,September,2013,36,Adults (35-64),M,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,346,208,554
26/09/2015,26,September,2015,36,Adults (35-64),M,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,281,169,450
09/02/2014,9,February,2014,44,Adults (35-64),F,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,290,208,498
09/02/2016,9,February,2016,44,Adults (35-64),F,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,254,182,436
16/05/2014,16,May,2014,46,Adults (35-64),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,424,351,775
16/05/2016,16,May,2016,46,Adults (35-64),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,393,325,718
23/09/2013,23,September,2013,45,Adults (35-64),M,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,440,364,804
23/09/2015,23,September,2015,45,Adults (35-64),M,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,440,364,804
27/03/2014,27,March,2014,38,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,340,325,665
27/03/2016,27,March,2016,38,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,313,299,612
07/01/2014,7,January,2014,37,Adults (35-64),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,318,208,526
07/01/2016,7,January,2016,37,Adults (35-64),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,259,169,428
23/03/2014,23,March,2014,31,Young Adults (25-35),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,53,39,92
23/03/2016,23,March,2016,31,Young Adults (25-35),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,18,13,31
09/12/2013,9,December,2013,31,Young Adults (25-35),F,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,433,260,693
09/12/2015,9,December,2015,31,Young Adults (25-35),F,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,411,247,658
31/12/9999,27,March,2014,31,Young Adults (25-35),M,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,251,195,446
31/12/9999,27,March,2016,31,Young Adults (25-35),M,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,218,169,387
31/12/9999,18,May,2014,20,Youth (<25),F,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,302,234,536
31/12/9999,18,May,2016,20,Youth (<25),F,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,335,260,595
22/04/2014,22,April,2014,23,Youth (<25),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,409,299,708
22/04/2016,22,April,2016,23,Youth (<25),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,445,325,770
17/11/2013,17,November,2013,40,Adults (35-64),M,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,596,364,960
17/11/2015,17,November,2015,40,Adults (35-64),M,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,596,364,960
17/04/2014,17,April,2014,53,Adults (35-64),F,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,411,247,658
17/04/2016,17,April,2016,53,Adults (35-64),F,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,411,247,658
26/10/2013,26,October,2013,19,Youth (<25),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,161,143,304
26/10/2015,26,October,2015,19,Youth (<25),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,190,169,359
01/04/2014,1,April,2014,24,Youth (<25),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,285,208,493
01/04/2016,1,April,2016,24,Youth (<25),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,267,195,462
11/04/2014,11,April,2014,26,Young Adults (25-35),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,427,312,739
11/04/2016,11,April,2016,26,Young Adults (25-35),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,392,286,678
25/01/2014,25,January,2014,47,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,394,377,771
25/01/2016,25,January,2016,47,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,367,351,718
22/07/2014,22,July,2014,48,Adults (35-64),M,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,341,208,549
22/07/2016,22,July,2016,48,Adults (35-64),M,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,383,234,617
24/12/2013,24,December,2013,25,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,190,182,372
24/12/2015,24,December,2015,25,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,163,156,319
02/04/2014,2,April,2014,25,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,177,169,346
02/04/2016,2,April,2016,25,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,136,130,266
14/11/2013,14,November,2013,26,Young Adults (25-35),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,322,286,608
14/11/2015,14,November,2015,26,Young Adults (25-35),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,337,299,636
27/04/2014,27,April,2014,36,Adults (35-64),M,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,472,338,810
27/04/2016,27,April,2016,36,Adults (35-64),M,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,436,312,748
03/02/2014,3,February,2014,39,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,338,247,585
03/02/2016,3,February,2016,39,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,320,234,554
09/06/2014,9,June,2014,30,Young Adults (25-35),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,472,338,810
09/06/2016,9,June,2016,30,Young Adults (25-35),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,472,338,810
31/12/9999,23,April,2014,32,Young Adults (25-35),F,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,235,182,417
31/12/9999,23,April,2016,32,Young Adults (25-35),F,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,184,143,327
17/09/2013,17,September,2013,34,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,381,364,745
17/09/2015,17,September,2015,34,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,367,351,718
08/05/2014,8,May,2014,34,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,150,143,293
08/05/2016,8,May,2016,34,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,177,169,346
16/09/2013,16,September,2013,35,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,367,351,718
16/09/2015,16,September,2015,35,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,354,338,692
23/09/2013,23,September,2013,35,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,204,195,399
23/09/2015,23,September,2015,35,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,177,169,346
25/11/2013,25,November,2013,54,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,176,156,332
25/11/2015,25,November,2015,54,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,161,143,304
19/01/2014,19,January,2014,27,Young Adults (25-35),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,378,247,625
19/01/2016,19,January,2016,27,Young Adults (25-35),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,378,247,625
13/01/2014,13,January,2014,28,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,136,130,266
13/01/2016,13,January,2016,28,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,95,91,186
05/02/2014,5,February,2014,28,Young Adults (25-35),F,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,575,351,926
05/02/2016,5,February,2016,28,Young Adults (25-35),F,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,596,364,960
02/02/2014,2,February,2014,29,Young Adults (25-35),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,436,312,748
02/02/2016,2,February,2016,29,Young Adults (25-35),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,436,312,748
23/10/2013,23,October,2013,41,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,299,286,585
23/10/2015,23,October,2015,41,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,272,260,532
13/11/2013,13,November,2013,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31
13/11/2015,13,November,2015,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31
18/11/2013,18,November,2013,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,178,130,308
18/11/2015,18,November,2015,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,125,91,216
09/01/2014,9,January,2014,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,107,78,185
09/01/2016,9,January,2016,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,89,65,154
05/02/2014,5,February,2014,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,71,52,123
05/02/2016,5,February,2016,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,107,78,185
22/05/2014,22,May,2014,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,249,182,431
22/05/2016,22,May,2016,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,214,156,370
22/06/2014,22,June,2014,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,516,377,893
22/06/2016,22,June,2016,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,463,338,801
23/06/2014,23,June,2014,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31
23/06/2016,23,June,2016,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31
20/05/2014,20,May,2014,25,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,231,221,452
20/05/2016,20,May,2016,25,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,204,195,399
01/03/2014,1,March,2014,25,Young Adults (25-35),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,285,208,493
01/03/2016,1,March,2016,25,Young Adults (25-35),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,249,182,431
05/04/2014,5,April,2014,53,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,516,377,893
05/04/2016,5,April,2016,53,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,498,364,862
25/11/2013,25,November,2013,35,Adults (35-64),F,United States,Montana,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,267,195,462
25/11/2015,25,November,2015,35,Adults (35-64),F,United States,Montana,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,249,182,431
18/03/2014,18,March,2014,25,Young Adults (25-35),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31
